doc_id,category,subcat,text,num_links
171,Internal_Repression,Black people,"The shooting of Walter Scott occurred on April 4, 2015, in North Charleston, South Carolina, following a daytime traffic stop for a non-functioning brake light. Scott, an unarmed black man, was murdered by Michael Slager, a white North Charleston police officer. Slager was only charged with murder after an eyewitness video surfaced which showed him shooting Scott from behind while Scott was fleeing, and which contradicted his police report. Without the video, the shooting would've likely been deemed justified, as nearly all murders by police result in no charges.",4
172,Internal_Repression,Black people,"On November 22, 2014, in Cleveland, Ohio, two police officers killed 12 year old Tamir Rice, after receiving a call that he had a weapon. It turned out to be a toy.",4
173,Internal_Repression,Black people,"On November 14, 2014,Albuquerque New Mexico police officer Keith Sandy killed a mentally ill homeless man, Boyd. Sandy told another officer: *“For this fucking lunatic?  I’m going to shoot him in the penis with a shotgun here in a second.”*, then killed Boyd 2 hours later. Sandy chose voluntary retirement(in order to avoid an internal investigation) and a pension, getting 70% of his pay for the rest of his life.",2
174,Internal_Repression,Black people,"The shooting of Michael Brown occurred on August 9, 2014, in Ferguson, Missouri, a northern suburb of St. Louis. Brown, an unarmed 18-year-old black man was fatally shot by Darren Wilson, 28, a white Ferguson police officer, after robbing a convenience store. Protests in Ferguson erupted after the murderer was found innocent, evoking a militarized crackdown on black protestors by the predominantly white police force. After his mother and some supporters put have been few industries which have been immune.1]. A long flowers and candles on the spot where he was killed, [police ran over the spot with their vehicles.This systemic pattern of murder of unarmed black civilians spawned the Black Lives Matter(BLM) movement.",8
175,Internal_Repression,Black people,"The shooting of John Crawford III occurred on August 5, 2014. Crawford was a 22-year-old African-American man shot to death by Beavercreek police officer Sean Williams, in a Walmart store in Beavercreek, Ohio, near Dayton, while holding a toy BB gun.",8
176,Internal_Repression,Black people,"On August 5th, 2014, Tulsa Oklahoma police officer Shannon Kepler shot and killed his daughter's 19 year old black boyfriend, Jeremy Lake, after Lake tried to shake his hand. After the killing, he fled the scene, and neither called for medical help, nor stayed to talk with police. As of July 2017, there have been 3 deadlocked trials.",3
177,Internal_Repression,Black people,"On July 17, 2014, Eric Garner died in Staten Island, New York City, after a New York City Police Department (NYPD) officer put him in what has been described as a chokehold for about 15 to 19 seconds while arresting him. A grand jury found the officer Pantaleo innocent, sparking a series of nation-wide demonstrations against police brutality of blacks.",6
178,Internal_Repression,Black people,"On April 30, 2014, a police officer, Christopher Manney, shot and killed Dontre Hamilton, a black man with a history or mental illness, at Red Arrow Park in Milwaukee, Wisconsin. After the shooting, Manney applied for duty disability, saying the shooting and its aftermath caused him to experience severe post-traumatic stress disorder, after being fired. No charges were brought against him.",5
179,Internal_Repression,Black people,"On March 3rd, 2014, Police claimed 22 year old Victor White shot himself while handcuffed(behind his back) in the back of a Louisiana state police car. A later autopsy revealed that he was shot in the front by a right-handed person(he was left-handed). Yet, the Iberia Parish coroner continued to declare the death a suicide.",2
180,Internal_Repression,Black people,"In September 2005, in the aftermath of Hurricane Katrina, Police shot and killed 2 black civilians and wounded 4 others in the Danziger Bridge Shootings. New Orleans police fabricated a cover-up story for their crime, falsely reporting that seven police officers responded to a police dispatch reporting an officer down, and that at least four suspects were firing weapons at the officers upon their arrival.  Although 5 police officers were initially convicted by a federal jury in New Orleans, this decision was overturned. In 2016, the five officers plead guilty and received reduced sentences from 3-12 years.",4
181,Internal_Repression,Black people,"In 2004, during a protest at the republican national convention, over 1,800 people were arrested. They were held at Hudson Pier Depot at Pier 57 on the Hudson River, a three-story, block-long pier that has been converted into a temporary prison, described as overcrowded, dirty, and contaminated with oil and asbestos. People reported having suffered from smell, bad ventilation, and even chemical burns and rashes. In 2014, the city was forced to pay \$6.4 million to 430 individual plaintiffs. \$6.6 million was paid to settle a class-action lawsuit filed by 1,200 additional people.",7
182,Internal_Repression,Black people,"In 1991 in Los Angeles, Latasha Harlins was a 15-year-old black teen who was shot in the head by Soon Ja Du, a 51-year-old female store owner from South Korea, who was tried and convicted of voluntary manslaughter in Harlins' death. Harlins' death came 13 days after the videotaped beating of Rodney King. Du was fined $500 and sentenced to five years of probation and 400 hours of community service but no prison time for her crime. Some cited the shooting as one of the causes of the 1992 Los Angeles riots.",4
